ZAAKNAAM,ADRES,OPENINGSTIJDEN_ZO_DO_VAN,OPENINGSTIJDEN_ZO_DO_TOT,OPENINGSTIJDEN_VR_ZA_VAN,OPENINGSTIJDEN_VR_ZA_TOT,LOCATIE_WKT
Brasserie Bark Amsterdam,Van Baerlestraat 120-H,07:00,01:00,07:00,03:00,POINT (4.88040533329747 52.3551657215696)
The Uptown Meat Club BV,Van Baerlestraat 7-H,07:00,00:00,07:00,01:00,POINT (4.8775328916811 52.3598898727391)
Café Chris Scholten,Van Woustraat 104-H,07:00,01:00,07:00,03:00,POINT (4.90144905651916 52.3542921590701)
Café van Wou,Van Woustraat 25-H,07:00,01:00,07:00,03:00,POINT (4.89996987483194 52.3566678005858)
Bakkerij Eethuis Lavina,Van Woustraat 32-H,07:00,01:00,07:00,03:00,POINT (4.89961868177238 52.3565674928884)
Pllek-NDSM B.V.,tt. Neveritaweg 59,07:00,01:00,07:00,03:00,POINT (4.89286172802506 52.3992033960497)
Kannibalen en Paradijsvogels,Van der Pekstraat 91-H,07:00,01:00,07:00,03:00,POINT (4.91002231877164 52.3897109779701)
@7 BLT,Scheldestraat 92,07:00,01:00,07:00,03:00,POINT (4.89061518737726 52.3452236977516)
Steakhouse Pizzeria De Baarsjes,Postjesweg 4-H,07:00,01:00,07:00,03:00,POINT (4.85926923819203 52.3649778130802)
Rain Amsterdam B.V.,Rembrandtplein 44,09:00,03:00,09:00,04:00,POINT (4.89721271875875 52.3657608578428)
RESTAURANT BRAAI,Schinkelhavenkade 1,07:00,01:00,07:00,03:00,POINT (4.85442264897788 52.3565437268838)
L'angolo Italiano,Scheldestraat 23,07:00,01:00,07:00,03:00,POINT (4.89134583922627 52.3468175664185)
De Gouden Florijn,Rozengracht 28,07:00,01:00,07:00,03:00,POINT (4.88169051304436 52.3738024756171)
Saturnino,Reguliersdwarsstraat 5-H,07:00,01:00,07:00,03:00,POINT (4.88949278944182 52.3668251820583)
La Maria,Vechtstraat 79,07:00,01:00,07:00,03:00,POINT (4.90743162764782 52.3439807796345)
De Stadskantine BV,Van Woustraat 120-H,07:00,01:00,07:00,03:00,POINT (4.90198372566358 52.3537191428443)
Boerejongens,Utrechtsestraat 21,07:00,01:00,07:00,01:00,POINT (4.89803028141653 52.3648475016817)
FEBO,Van Woustraat 65-H,07:00,01:00,07:00,03:00,POINT (4.90080316997073 52.3556376497546)
De Koffieketel,Van Woustraat 158-H,07:00,01:00,07:00,03:00,POINT (4.90274617934529 52.352446022598)
New Draver Restaurant,Tweede Oosterparkstraat 2,07:00,01:00,07:00,03:00,POINT (4.91235402350615 52.3557474021431)
Buurt Zuid B.V.,Stadionweg 314,07:00,01:00,07:00,03:00,POINT (4.85982200195805 52.3456209383245)
Grand-café het Paviljoen,Van Beuningenplein 21,07:00,01:00,07:00,03:00,POINT (4.87016547938799 52.3811675170046)
Meat&Greek,Utrechtsestraat 113,07:00,03:00,07:00,04:00,POINT (4.89896746445304 52.3623977565008)
TFC Holding 74 BV,Van Woustraat 74A,07:00,01:00,07:00,03:00,POINT (4.90063028262101 52.3553403494849)
't Markerhuisje,Tweede Wittenburgerdwarsstraat 133,07:00,01:00,07:00,03:00,POINT (4.9222884683188 52.3714610999445)
Zwaan Horeca VOF,Van der Helstplein 9-H,07:00,00:00,07:00,01:00,POINT (4.89512118640431 52.3517854774111)
Amstelcampus Café,Tweede Boerhaavestraat 10,07:00,01:00,07:00,03:00,POINT (4.910018506557 52.3586320250791)
Jasmine Thai Cuisine,Zeedijk 119,07:00,01:00,07:00,03:00,POINT (4.90031353885935 52.3735299010379)
De Dijk,Zeedijk 120-H,07:00,01:00,07:00,03:00,POINT (4.90010806406006 52.3735200694839)
Chinees Restaurant Hoi Tin,Zeedijk 122,07:00,01:00,07:00,03:00,POINT (4.90013851584441 52.373421331491)
Meneer de Wit Heeft Honger,Witte de Withstraat 10,07:00,01:00,07:00,03:00,POINT (4.85967848962092 52.36513242402)
Café 't Stoplicht,Witte de Withstraat 153,07:00,01:00,07:00,03:00,POINT (4.85872386437557 52.3713296104971)
Cafe Aroma,Zoutsteeg 7,07:00,03:00,07:00,04:00,POINT (4.8937429895021 52.3741228773469)
Kadinsky,Zoutsteeg 9,07:00,01:00,07:00,03:00,POINT (4.89368415364969 52.3741316200126)
Mc Donalds Osdorpplein,Osdorpplein 126,07:00,01:00,07:00,03:00,POINT (4.80553110332215 52.3596033813338)
Tapas Bar Me Gusta,Nieuwendijk 30-H,07:00,01:00,07:00,03:00,POINT (4.89534181192433 52.3782637942735)
SS Dam BV,Nieuwendijk 224,07:00,03:00,07:00,04:00,POINT (4.89258815854843 52.3736507122871)
Meininger Amsterdam B.V. (hotel),Orlyplein 1,07:00,01:00,07:00,03:00,POINT (4.83745858647046 52.390565193415)
Vinnies,Nieuwezijds Kolk 33-H,07:00,01:00,07:00,03:00,POINT (4.89385278267373 52.3761365463857)
Bagels & Beans van Hallstraat,Van Hallstraat 613,07:00,01:00,07:00,03:00,POINT (4.87185629960887 52.3797458560986)
Shape,Van Hallstraat 617,07:00,01:00,07:00,03:00,POINT (4.87208023564845 52.3794322646445)
Doardi Gelato,Van Limburg Stirumstraat 15,07:00,01:00,07:00,03:00,POINT (4.87517797555695 52.3846225097704)
Teddy's Eetcafé,Warmoesstraat 45-H,07:00,01:00,07:00,03:00,POINT (4.89845679890856 52.3754545853359)
Caffenation Amsterdam,Warmondstraat 120,07:00,01:00,07:00,03:00,POINT (4.84929228063111 52.3547320190607)
Café Dorst,Zeeburgerdijk 3-H,07:00,01:00,07:00,03:00,POINT (4.92705828549825 52.3660242665808)
BROODJE JANSEN & JANSEN,Van Rensselaerstraat 21,07:00,01:00,07:00,03:00,POINT (4.85651389642451 52.3621164406234)
Café Bar Italiano,Zeedijk 94,07:00,01:00,07:00,03:00,POINT (4.9002773724689 52.3741498936935)
Loetje aan het IJ B.V.,Werfkade 14,07:00,01:00,07:00,03:00,POINT (4.88563495290167 52.4029118556295)
Cido,Van Hallstraat 65,07:00,01:00,07:00,03:00,POINT (4.87083838625848 52.3826623827697)
Subway,Reguliersbreestraat 27,07:00,03:00,07:00,04:00,POINT (4.89480951630206 52.3666676328449)
De Zeepost,Prins Hendrikkade 88-H,07:00,01:00,07:00,03:00,POINT (4.90192306834791 52.3767450551098)
Pieper,Prinsengracht 424-H,07:00,01:00,07:00,03:00,POINT (4.8823202445861 52.3662016721951)
Floyra,Overschiestraat 172,07:00,01:00,07:00,03:00,POINT (4.83907985552146 52.3461020340126)
Stichting VROG,Radioweg 64,07:00,01:00,07:00,03:00,POINT (4.94527072104358 52.3491070650249)
Restaurant Boven Nul,Radioweg 64,07:00,01:00,07:00,03:00,POINT (4.94527072104358 52.3491070650249)
AHSV OVVO,Radioweg 73,07:00,01:00,07:00,03:00,POINT (4.94932760239608 52.3499669576594)
Japans Restaurant Tai Yu,Purmerweg 57,07:00,01:00,07:00,03:00,POINT (4.94169974476593 52.3920181757204)
Café II Prinsen,Prinsenstraat 27-H,07:00,01:00,07:00,03:00,POINT (4.88646061883599 52.3779210435224)
Infinity Kitchen,Kinkerstraat 350A,07:00,01:00,07:00,03:00,POINT (4.86195871479487 52.3647470942235)
Kagetsu III,Kastelenstraat 268,07:00,01:00,07:00,03:00,POINT (4.87089477009866 52.3260136851279)
Bakers & Roasters B.V.,Kadijksplein 16A,07:00,01:00,07:00,03:00,POINT (4.91261103239922 52.3701644964602)
Kristal Party Events/Kristal BV,Jan Rebelstraat 21,09:00,03:00,09:00,04:00,POINT (4.78376674729411 52.3613190919886)
Renaissance Amsterdam,Kattengat 1,07:00,03:00,07:00,01:00,POINT (4.89440314532441 52.3781520461516)
Red,Keizersgracht 594,07:00,01:00,07:00,03:00,POINT (4.88917136402081 52.3640646452893)
OZO Hotel B.V.,Karspeldreef 2,07:00,01:00,07:00,03:00,POINT (4.94766111993904 52.3047709638263)
Soup en Zo VOF,Jodenbreestraat 94A,07:00,03:00,07:00,04:00,POINT (4.90215462899996 52.3689897430324)
"Café ""Olympia"";""Jan Pieter Heijestraat 174-H",Café,07:00,01:00,07:00,03:00,POINT (4.86489511189083 52.3609942632766)
IJspotje,Plantage Kerklaan 35-H,07:00,03:00,07:00,04:00,POINT (4.91194184240856 52.3668364187271)
Restaurante Pata Negra II,Reinwardtstraat 1-H,07:00,01:00,07:00,03:00,POINT (4.92527918682707 52.3606248089227)
Cafe Vrijburg,Rijnsburgstraat 85,07:00,01:00,07:00,03:00,POINT (4.84736547114624 52.3465984335762)
Los Amigos Argentinian Grill Restaurant,Reguliersdwarsstraat 57,07:00,02:00,07:00,03:00,POINT (4.89139162861367 52.3663927476222)
Noahs Arq,Prins Hendrikkade 194,07:00,01:00,07:00,03:00,POINT (4.91207351354406 52.3709981859546)
Grand-Café ZO,Paasheuvelweg 26,09:00,03:00,09:00,04:00,POINT (4.95141461619045 52.2957791677521)
Café La Croix,Overtoom 219-H,07:00,01:00,07:00,03:00,POINT (4.86937218509362 52.3610318802229)
Café De Ebeling,Overtoom 52,09:00,03:00,09:00,04:00,POINT (4.87655458220626 52.3632649984351)
"Noodstop, De",Ruys de Beerenbrouckstraat 106,07:00,01:00,07:00,03:00,POINT (4.80612623953478 52.3825696676797)
Amsterdam Flavours,Pazzanistraat 7,07:00,01:00,07:00,03:00,POINT (4.87388250563499 52.3861447913359)
Espressofabriek,Pazzanistraat 39,07:00,01:00,07:00,03:00,POINT (4.87194401186947 52.3861094219845)
Westerwijnfabriek,Pazzanistraat 10,07:00,01:00,07:00,03:00,POINT (4.87247038048227 52.3863184212793)
 La Tertulia,Prinsengracht 312-H,07:00,01:00,07:00,01:00,POINT (4.88228306208568 52.3694729922173)
De Buren,Saskia van Uijlenburgkade 170,07:00,01:00,07:00,03:00,POINT (4.84697287358107 52.3571661055171)
Carte Blanche Café,Paasheuvelweg 34H,07:00,01:00,07:00,03:00,POINT (4.95317406927455 52.2972416380503)
Martin's Social Club B.V.,Rembrandtplein 45,09:00,04:00,09:00,05:00,POINT (4.89779353262511 52.3663474493616)
The Old Bell,Rembrandtplein 46,07:00,01:00,07:00,03:00,POINT (4.89737401421787 52.3657794995691)
STRUIK 2 B.V.,Rozengracht 160-H,07:00,01:00,07:00,03:00,POINT (4.87823469939161 52.3729518472518)
John Dory,Prinsengracht 999,07:00,01:00,07:00,03:00,POINT (4.89386167482732 52.3621159771411)
Batavia 1920,Prins Hendrikkade 85,07:00,01:00,07:00,03:00,POINT (4.90167391674074 52.3766990973615)
Dosa South Indian Restaurant,Overtoom 146-H,07:00,01:00,07:00,03:00,POINT (4.87336361544246 52.3624423265058)
De Overkant Pan B.V.,Scheldestraat 105-H,07:00,01:00,07:00,03:00,POINT (4.89104626384477 52.3447311839094)
Iets Aparts,Postjesweg 122-H,07:00,01:00,07:00,03:00,POINT (4.85149453865543 52.3644306426662)
BARTACK,Postjesweg 124A-1,07:00,01:00,07:00,03:00,POINT (4.85084869567035 52.3644187348937)
Hegeraad,Noordermarkt 34-H,07:00,01:00,07:00,03:00,POINT (4.8861063283567 52.3793845175055)
Restaurant Apostrof,Planciusstraat 49,07:00,01:00,07:00,03:00,POINT (4.88486594029433 52.3864704391394)
Coffeeshop Rock-Land,Raadhuisstraat 8,07:00,01:00,07:00,01:00,POINT (4.88834705484522 52.3734082544787)
Werkplaats Werken,Wibautstraat 150,07:00,01:00,07:00,03:00,POINT (4.91194941336817 52.3537774980173)
Canvas Op de 7e,Wibautstraat 150,09:00,03:00,09:00,04:00,POINT (4.91194941336817 52.3537774980173)
Doka Underground,Wibautstraat 150,00:00,00:00,00:00,00:00,POINT (4.91194941336817 52.3537774980173)
Werkplaats Café,Wibautstraat 150,07:00,01:00,07:00,03:00,POINT (4.91194941336817 52.3537774980173)
Jaz Amsterdam,De passage 90,07:00,01:00,07:00,03:00,POINT (4.93872358173967 52.3143452821082)
PQNL Linnaeus,Linnaeusstraat 35F,07:00,01:00,07:00,03:00,POINT (4.92442962483337 52.3618527920137)
Burger-Bar B.V.,Kolksteeg 2,07:00,03:00,07:00,04:00,POINT (4.89552653591503 52.3761704616646)
NATA LISBOA CruzCompany,Scheldestraat 1,07:00,01:00,07:00,03:00,POINT (4.89150971127546 52.3479147415634)
Bijvangst Amsterdam B.V.,Middenweg 35,07:00,01:00,07:00,03:00,POINT (4.929554906442 52.3545568067294)
Hanimeli,Kamperfoelieweg 160,07:00,01:00,07:00,03:00,POINT (4.91414661226244 52.3969354766424)
Jumpsquare Amsterdam B.V.,Daniël Goedkoopstraat 1,07:00,01:00,07:00,03:00,POINT (4.91971020247923 52.3360039101282)
Hotel Croydon B.V.,Warmoesstraat 75,07:00,01:00,07:00,03:00,POINT (4.89766968381127 52.3749210725137)
Het Melkmeisje,Zeedijk 19-H,07:00,01:00,07:00,03:00,POINT (4.90062507535459 52.3759218686173)
De Roode Laars,Zeedijk 17-H,07:00,01:00,07:00,03:00,POINT (4.90055115991963 52.3759665029937)
Café Restaurant Max,Mosplein 14,07:00,01:00,07:00,03:00,POINT (4.91299769409213 52.3917091520632)
Bar Boon Exploitatie B.V I.O,Oosterdokskade 151,00:00,00:00,00:00,00:00,POINT (4.9089071986443 52.3759555686866)
Angus American Restaurant Steakhouse,Nieuwezijds Voorburgwal 61-H,07:00,01:00,07:00,03:00,POINT (4.89318248695461 52.3756664026722)
De Kleine Kaart,Piraeusplein 59,07:00,01:00,07:00,03:00,POINT (4.94164979161832 52.3765055524843)
Loetje Centraal,Stationsplein 10,07:00,01:00,07:00,03:00,POINT (4.90026909927152 52.3775831033144)
Moldavië Traiteur en Catering,Burgemeester Van Leeuwenlaan 71-H,07:00,01:00,07:00,03:00,POINT (4.8124081295957 52.3772346870365)
Efendy,Burgemeester De Vlugtlaan 9,07:00,01:00,07:00,03:00,POINT (4.83582527260357 52.3789546617531)
Hotel Inntel Amsterdam,Nieuwezijds Kolk 19,07:00,01:00,07:00,03:00,POINT (4.89448432288423 52.3761301849712)
Wielervereniging Amsterdam,Sloterweg 1043E,07:00,01:00,07:00,03:00,POINT (4.80174147119554 52.3374840349042)
NAKED Espresso,Warmoesstraat 46,07:00,22:00,07:00,22:00,POINT (4.89832364957589 52.3755439118979)
Stichting Openbare Bibliotheek Amsterdam,Gentiaanstraat 1,07:00,01:00,07:00,03:00,POINT (4.91180140501995 52.390931436998)
Pathé De Munt,Vijzelstraat 15,07:00,01:00,07:00,01:00,POINT (4.89347589401191 52.3664463843258)
Eten bij Mama,August Allebéplein 72,07:00,01:00,07:00,03:00,POINT (4.83964460913757 52.3633968539825)
TwentyFiveSeven,Entrepotdok 64A,07:00,01:00,07:00,03:00,POINT (4.91637723008754 52.3680944009979)
Free food Refugee Company,H.J.E. Wenckebachweg 48,07:00,01:00,07:00,03:00,POINT (4.9251271575587 52.3371306373908)
Museum Quarter B.V.,Hobbemakade 50,07:00,01:00,07:00,03:00,POINT (4.88612255123638 52.3558191612792)
Klaproos Restaurant,Papaverweg 38,07:00,01:00,07:00,03:00,POINT (4.90684869990574 52.3965556312904)
Artis,Plantage Middenlaan 45,07:00,04:00,07:00,04:00,POINT (4.91477428737312 52.3655715066116)
Café Heuvel B.V.,Prinsengracht 568,07:00,01:00,07:00,03:00,POINT (4.88797094643554 52.3624508182409)
Rembrandt bar,Rembrandtplein 3,07:00,01:00,07:00,03:00,POINT (4.89595745906212 52.3664207432656)
Escape B.V.,Rembrandtplein 11,09:00,04:00,09:00,08:00,POINT (4.89635395771223 52.3664133980695)
Mad Fox,Raadhuisstraat 11,09:00,04:00,09:00,05:00,POINT (4.89001054448904 52.3730377644714)
Warung Mini Ceintuurbaan Amsterdam,Ceintuurbaan 205-H,07:00,01:00,07:00,03:00,POINT (4.90196733720947 52.3552200045051)
Samrat,Bethaniëndwarsstraat 17-H,07:00,01:00,07:00,03:00,POINT (4.89794403695448 52.3713451575178)
Living Bar,Beethovenplein 10,07:00,01:00,07:00,03:00,POINT (4.8775763913855 52.3407374388232)
Buurthuis Chassé,Chasséstraat 91,07:00,01:00,07:00,03:00,POINT (4.86111645641375 52.3701628774401)
Kanovereniging Sloterplas,Christoffel Plantijngracht 1,07:00,01:00,07:00,03:00,POINT (4.81605042817832 52.3589445049138)
Watersportvereniging Sloterplas,Christoffel Plantijngracht 2,07:00,01:00,07:00,03:00,POINT (4.81561780607079 52.3594816782166)
Watersportcentrum Sloterplas,Christoffel Plantijngracht 4,07:00,01:00,07:00,03:00,POINT (4.81590110291737 52.3602829436559)
De Waterkant,Marnixstraat 246,07:00,01:00,07:00,03:00,POINT (4.87611147810147 52.3698779511734)
Dumplings,Nassauplein 60,07:00,01:00,07:00,03:00,POINT (4.88099977047925 52.3854473949881)
Bagels & Beans,Antonio Vivaldistraat 1,07:00,01:00,07:00,03:00,POINT (4.88425530596052 52.335337435945)
KHL,Oostelijke Handelskade 44,07:00,01:00,07:00,03:00,POINT (4.93632914130194 52.3740588042247)
Coffeeshop Massawa,Chasséstraat 4,07:00,01:00,07:00,01:00,POINT (4.86201492731996 52.3674436215844)
Dana Food For All,Oudebrugsteeg 30,07:00,03:00,07:00,04:00,POINT (4.8959102265464 52.376001288692)
Bret,Orlyplein 76,09:00,04:00,09:00,05:00,POINT (4.83677710239293 52.3898430283518)
Marcanti Food,Jan van Galenstraat 33,07:00,01:00,07:00,03:00,POINT (4.86606155210814 52.3754424491673)
Beymen Club,Burgemeester De Vlugtlaan 190,07:00,01:00,07:00,03:00,POINT (4.82186845104697 52.3816391469451)
Moeders,Rozengracht 251-H,07:00,01:00,07:00,03:00,POINT (4.87498779728309 52.3718234056329)
VENUS & ADONIS,Prinsengracht 274,07:00,01:00,07:00,03:00,POINT (4.88244127702223 52.3710554786494)
De Mattos Cinco B.V.,Rozengracht 114-H,07:00,01:00,07:00,03:00,POINT (4.87917177594883 52.3731895429901)
PESCA AMSTERDAM,Rozengracht 133B,09:00,03:00,09:00,04:00,POINT (4.87885387853737 52.3727388020053)
Flower Power,Rozengracht 139,07:00,01:00,07:00,01:00,POINT (4.87861935398533 52.3727018459524)
Nefertiti,Reinaert de Vosstraat 18,07:00,01:00,07:00,03:00,POINT (4.85432005166878 52.3785628754859)
Meneer Van Loon,Curaçaostraat 95,07:00,01:00,07:00,03:00,POINT (4.85181826032944 52.3619335501386)
De School,Dr. Jan van Breemenstraat 1,00:00,00:00,00:00,00:00,POINT (4.8436751791945 52.3699493901659)
"Nessst, eten etcetera",Daniël Goedkoopstraat 34,07:00,01:00,07:00,03:00,POINT (4.92141220338545 52.334599555351)
Coffeeshop Super Skunk,Daniël Stalpertstraat 78-H,07:00,01:00,07:00,01:00,POINT (4.89103715480238 52.3560645258459)
Café Life,Daniël Stalpertstraat 105-H,07:00,01:00,07:00,03:00,POINT (4.89222477389139 52.3561863301)
Restaurant Zaza¿s,Daniël Stalpertstraat 103-H,07:00,01:00,07:00,03:00,POINT (4.89213660533603 52.3561949494734)
Arket,Koningsplein 20,06:00,22:00,06:00,22:00,POINT (4.88852178757139 52.3670008530268)
Bruist,Trompenburgstraat 103,07:00,01:00,07:00,03:00,POINT (4.90855969257694 52.3441561060959)
Japans-Koreaans Delicatessen Shilla,Gelderlandplein 187,07:00,01:00,07:00,03:00,POINT (4.87613614683736 52.3307189879498)
Bari Amsterdam B.V.,Arent Janszoon Ernststraat 577,07:00,01:00,07:00,03:00,POINT (4.87747308346432 52.3318302299057)
Stewart & Sally,Van der Pekplein 3A,07:00,01:00,07:00,03:00,POINT (4.90784834810533 52.3869789932753)
Café Keppler,Van der Pekstraat 1,07:00,01:00,07:00,03:00,POINT (4.90806906013492 52.3869439351877)
Kumpir & Fresh B.V.,Plein '40-'45 4,07:00,01:00,07:00,03:00,POINT (4.82195156236182 52.3797251872251)
Café Vrijdag Amsterdam B.V,Vrijheidslaan 1-H,08:00,01:00,08:00,03:00,POINT (4.91105543625749 52.3467995309166)
RAI Amsterdam B.V.,Europaplein 24,07:00,01:00,07:00,03:00,POINT (4.88991153222972 52.3412212516926)
Köfte Kitchen,Zuidermolenweg 50A,07:00,01:00,07:00,03:00,POINT (4.78242136446989 52.3598562355338)
Subway Akerpoort,Zuidermolenweg 52,07:00,01:00,07:00,03:00,POINT (4.78289268332642 52.3597417993417)
Febo Galileiplantsoen,Galileïplantsoen 46,07:00,01:00,07:00,03:00,POINT (4.9398990742256 52.3534908270309)
B&B Lunchroom,Oosterdokskade 135,07:00,01:00,07:00,03:00,POINT (4.90776276801643 52.3758610709594)
Coffee Company,Oosterdokskade 137,07:00,03:00,07:00,04:00,POINT (4.90779233124713 52.3758432154137)
Plancius Eten & Drinken C.V.,Plantage Kerklaan 61A,07:00,01:00,07:00,03:00,POINT (4.91275422215686 52.367756404152)
Restaurant Meram Amsterdam West B.V.,Slotermeerlaan 111,07:00,01:00,07:00,03:00,POINT (4.82055011326957 52.3802128161895)
Lokaal van de Stad,Heemstedestraat 68,07:00,01:00,07:00,03:00,POINT (4.84618794556369 52.3517070334447)
STACH food,Stadionplein 250,07:00,01:00,07:00,03:00,POINT (4.85731608924456 52.344090848555)
Horecapa B.V. Y-Kantine,NDSM-kade 7,07:00,01:00,07:00,03:00,POINT (4.89079235864742 52.4016213773912)
The Warehouse,Warmoesstraat 96,09:00,04:00,09:00,05:00,POINT (4.89686631591816 52.3745312879903)
Xampanyeria Centra,Lange Niezel 29A,07:00,01:00,07:00,03:00,POINT (4.89903561720918 52.3748997417742)
Splinters Kitchen & Bar B.V.,Prins Hendrikkade 83-H,07:00,01:00,07:00,03:00,POINT (4.90152716641688 52.376689508779)
Barraka,Gravenstraat 9,07:00,01:00,07:00,01:00,POINT (4.89262580493703 52.3742260730228)
Duke of Tokyo,Reguliersdwarsstraat 37A,07:00,01:00,07:00,03:00,POINT (4.8906124072818 52.366488349422)
Sanny's Place,Nicolaas Ruychaverstraat 40,07:00,01:00,07:00,03:00,POINT (4.8034387574834 52.3769571937732)
De Toog,Nicolaas Beetsstraat 142-H,07:00,01:00,07:00,03:00,POINT (4.86765568683537 52.3621927577727)
Sound Garden,Marnixstraat 164-H,07:00,01:00,07:00,03:00,POINT (4.87579722555461 52.3729413586368)
Stichting De Tanker in Noord,Nieuwe Leeuwarderweg 15,07:00,01:00,07:00,03:00,POINT (4.92296235769866 52.3940853278311)
Hotmamahot,Nieuwe Leeuwarderweg 16,07:00,01:00,07:00,03:00,POINT (4.92408400451264 52.3935954011473)
Humphrey's Amsterdam Spuistraat B.V.,Nieuwezijds Voorburgwal 312C,07:00,01:00,07:00,03:00,POINT (4.8895146632667 52.3701147253144)
Café De Nieuwe Lelie,Nieuwe Leliestraat 83-H,07:00,01:00,07:00,03:00,POINT (4.88082265894141 52.3752188072525)
"Cafetaria en IJssalon ""Valentino"";""Tweede Van der Helststraat 21-H",Alcoholvrij,07:00,01:00,07:00,03:00,POINT (4.89505949418249 52.3520548494723)
The Cubans,Utrechtsestraat 135,07:00,01:00,07:00,03:00,POINT (4.89929960630185 52.3615632789687)
De Huyschkaemer,Utrechtsestraat 137,07:00,01:00,07:00,03:00,POINT (4.89933024898228 52.3614465665168)
CustomIce (Subway),Sijsjesbergweg 10,07:00,01:00,07:00,03:00,POINT (4.94331254445371 52.2953536111975)
"Badhoeve ""Kinselmeer"";""Uitdammerdijk 10",Additionele horeca,07:00,01:00,07:00,03:00,POINT (5.01251827879779 52.3855854181259)
Bouwman,Utrechtsestraat 102,07:00,01:00,07:00,03:00,POINT (4.89876312826322 52.3622890637399)
Broodje Vasum,tt. Vasumweg 97,07:00,01:00,07:00,03:00,POINT (4.88652676561304 52.4072206299964)
Bob G. BV Tapmarin,Van Woustraat 130A,07:00,01:00,07:00,03:00,POINT (4.90228129205179 52.353351869109)
Luza's Caffeine Club,Van Woustraat 47-H,07:00,00:00,07:00,01:00,POINT (4.90047562932894 52.3560587221283)
Shylock B.V.,Tweede Tuindwarsstraat 53,07:00,01:00,07:00,03:00,POINT (4.88199123423468 52.3770572542865)
Kims Burgers en Broodjes,Van der Pekstraat 138,07:00,01:00,07:00,03:00,POINT (4.91127431451609 52.390767547712)
Café Bar Bistro Zebra,Valentijnkade 34,07:00,01:00,07:00,03:00,POINT (4.94059522327457 52.3587062443471)
Vegan Junk Food Bar,Staringplein 22,07:00,01:00,07:00,03:00,POINT (4.86315640075559 52.360294543994)
Cafe Oude Schaeper,Tweede Hugo de Grootstraat 19-H,07:00,01:00,07:00,03:00,POINT (4.87407887633791 52.3742371319578)
Café Carbón,Van Woustraat 174-H,07:00,01:00,07:00,03:00,POINT (4.90289951000371 52.3518444799036)
T. en J. Singh V.O.F./Tulsi Indian Rest,Van Woustraat 212,07:00,01:00,07:00,03:00,POINT (4.90333912578532 52.3505610481139)
Singeltje,Singel 494,07:00,01:00,07:00,03:00,POINT (4.89013827612915 52.3668728281466)
